Datetime,Ambient Temperature [ºC],Diffuse Radiation [W/m2],Ultraviolet [W/m2],Global Radiation [W/m2],Datetime.year,Datetime.month,Datetime.day-of-month,Datetime.day-of-week,Datetime.hour,Datetime.minute,Datetime.second,A_Optimal - Power DC [W]
2016-12-31T23:47:00Z,4.700001,1.656691,0.507241,1.784256,2016,12,31,6,23,47,0,86.31172
2016-12-31T23:48:00Z,4.65,1.643996,0.50785,1.823266,2016,12,31,6,23,48,0,86.5404
2016-12-31T23:49:00Z,4.666667,1.655258,0.508859,1.514235,2016,12,31,6,23,49,0,86.35797
2016-12-31T23:50:00Z,4.700001,1.643058,0.505952,1.749095,2016,12,31,6,23,50,0,86.30203
2016-12-31T23:51:00Z,4.65,1.858143,0.506254,1.802256,2016,12,31,6,23,51,0,86.5357
2016-12-31T23:52:00Z,4.6,2.265007,0.504746,2.45564,2016,12,31,6,23,52,0,86.98287
2016-12-31T23:53:00Z,4.6,1.956848,0.503141,2.326573,2016,12,31,6,23,53,0,86.94166
2016-12-31T23:54:00Z,4.700001,1.848543,0.501843,2.16757,2016,12,31,6,23,54,0,86.45643
2016-12-31T23:55:00Z,4.700001,2.060261,0.50835,2.262637,2016,12,31,6,23,55,0,86.47611
2016-12-31T23:56:00Z,4.733333,2.062106,0.507745,2.167739,2016,12,31,6,23,56,0,86.29994
2016-12-31T23:57:00Z,4.8,1.664005,0.50596,2.265272,2016,12,31,6,23,57,0,86.05048
2016-12-31T23:58:00Z,4.8,2.256166,0.504654,2.383967,2016,12,31,6,23,58,0,86.09318
2016-12-31T23:59:00Z,4.8,1.944403,0.503233,2.044916,2016,12,31,6,23,59,0,85.97801
2017-01-01T00:00:00Z,4.8,1.625103,0.50244,1.95276,2017,1,1,7,0,0,0,48.06093
2017-01-01T00:01:00Z,4.8,1.800772,0.500541,1.772977,2017,1,1,7,0,1,0,48.00129
2017-01-01T00:02:00Z,4.8,1.635162,0.500335,1.772619,2017,1,1,7,0,2,0,48.00201
2017-01-01T00:03:00Z,4.8,1.645479,0.49923,1.945643,2017,1,1,7,0,3,0,48.06485
2017-01-01T00:04:00Z,4.8,1.635052,0.50115,1.869082,2017,1,1,7,0,4,0,48.03418
2017-01-01T00:05:00Z,4.816667,1.634795,0.502045,1.678577,2017,1,1,7,0,5,0,47.89355
2017-01-01T00:06:00Z,4.9,1.647156,0.503847,1.608334,2017,1,1,7,0,6,0,47.50495
2017-01-01T00:07:00Z,4.9,1.639031,0.505662,1.72595,2017,1,1,7,0,7,0,47.54254
2017-01-01T00:08:00Z,4.9,1.634967,0.50586,1.824262,2017,1,1,7,0,8,0,47.5766
2017-01-01T00:09:00Z,5.0,1.654289,0.504658,1.616306,2017,1,1,7,0,9,0,47.0737
2017-01-01T00:10:00Z,5.0,1.641818,0.504448,1.641627,2017,1,1,7,0,10,0,47.08303
2017-01-01T00:11:00Z,5.0,1.731424,0.503544,1.800977,2017,1,1,7,0,11,0,47.14047
2017-01-01T00:12:00Z,5.0,1.639544,0.503435,1.640191,2017,1,1,7,0,12,0,47.08457
2017-01-01T00:13:00Z,5.0,1.634227,0.503036,1.85349,2017,1,1,7,0,13,0,47.16014
2017-01-01T00:14:00Z,5.0,1.838843,0.502646,1.7396,2017,1,1,7,0,14,0,47.12048
2017-01-01T00:15:00Z,5.0,1.633775,0.500642,1.537836,2017,1,1,7,0,15,0,47.05433
2017-01-01T00:16:00Z,5.0,1.648805,0.512156,1.42306,2017,1,1,7,0,16,0,46.9909
2017-01-01T00:17:00Z,5.0,1.65863,0.510446,1.758844,2017,1,1,7,0,17,0,47.112
2017-01-01T00:18:00Z,5.0,1.863691,0.50995,1.536166,2017,1,1,7,0,18,0,47.03443
2017-01-01T00:19:00Z,5.0,1.852081,0.50896,2.140681,2017,1,1,7,0,19,0,47.24831
2017-01-01T00:20:00Z,5.0,1.643946,0.508166,1.728283,2017,1,1,7,0,20,0,47.10591
2017-01-01T00:21:00Z,5.0,1.639285,0.508254,1.720932,2017,1,1,7,0,21,0,47.10317
2017-01-01T00:22:00Z,5.0,1.65443,0.506951,1.607104,2017,1,1,7,0,22,0,47.06586
2017-01-01T00:23:00Z,5.0,1.639229,0.507355,1.536382,2017,1,1,7,0,23,0,47.0403
2017-01-01T00:24:00Z,5.0,1.635025,0.506548,1.420785,2017,1,1,7,0,24,0,47.00142
2017-01-01T00:25:00Z,5.0,1.843288,0.505746,1.709934,2017,1,1,7,0,25,0,47.10384
2017-01-01T00:26:00Z,5.0,1.64321,0.505342,1.765069,2017,1,1,7,0,26,0,47.12449
2017-01-01T00:27:00Z,5.0,1.643463,0.505241,1.737465,2017,1,1,7,0,27,0,47.11502
2017-01-01T00:28:00Z,5.0,1.641956,0.504842,1.53211,2017,1,1,7,0,28,0,47.04386
2017-01-01T00:29:00Z,5.0,1.667835,0.503742,1.806922,2017,1,1,7,0,29,0,47.14231
2017-01-01T00:30:00Z,5.0,1.667623,0.510832,2.027135,2017,1,1,7,0,30,0,47.20523
2017-01-01T00:31:00Z,4.933333,1.703115,0.512024,1.923105,2017,1,1,7,0,31,0,47.45454
2017-01-01T00:32:00Z,4.9,1.797924,0.510915,1.653927,2017,1,1,7,0,32,0,47.50631
2017-01-01T00:33:00Z,4.9,1.858048,0.511016,1.749868,2017,1,1,7,0,33,0,47.53958
2017-01-01T00:34:00Z,4.9,1.85807,0.50981,1.646207,2017,1,1,7,0,34,0,47.50568
2017-01-01T00:35:00Z,4.816667,1.864689,0.509416,1.947659,2017,1,1,7,0,35,0,47.97243
2017-01-01T00:36:00Z,4.8,1.660112,0.50981,2.067135,2017,1,1,7,0,36,0,48.0861
2017-01-01T00:37:00Z,4.8,2.058322,0.509205,2.463984,2017,1,1,7,0,37,0,48.22537
2017-01-01T00:38:00Z,4.8,1.885819,0.50981,1.639139,2017,1,1,7,0,38,0,47.93552
2017-01-01T00:39:00Z,4.700001,2.272986,0.509705,2.465743,2017,1,1,7,0,39,0,48.65681
2017-01-01T00:40:00Z,4.700001,2.010911,0.50931,2.561924,2017,1,1,7,0,40,0,48.69199
2017-01-01T00:41:00Z,4.733333,2.261903,0.509306,2.362784,2017,1,1,7,0,41,0,48.47744
2017-01-01T00:42:00Z,4.8,1.645963,0.509214,1.955349,2017,1,1,7,0,42,0,48.04816
2017-01-01T00:43:00Z,4.8,1.8476,0.508609,2.076859,2017,1,1,7,0,43,0,48.09144
2017-01-01T00:44:00Z,4.8,1.637358,0.508012,1.713047,2017,1,1,7,0,44,0,47.96568
2017-01-01T00:45:00Z,4.8,1.646224,0.508109,1.499249,2017,1,1,7,0,45,0,47.89053
2017-01-01T00:46:00Z,4.9,1.648951,0.508118,1.554277,2017,1,1,7,0,46,0,47.4774
2017-01-01T00:47:00Z,4.9,1.64577,0.508214,1.464455,2017,1,1,7,0,47,0,47.44574
2017-01-01T00:48:00Z,4.9,1.64091,0.508012,1.677325,2017,1,1,7,0,48,0,47.52076
2017-01-01T00:49:00Z,4.9,1.638154,0.507815,1.44179,2017,1,1,7,0,49,0,47.43862
2017-01-01T00:50:00Z,4.866667,1.633209,0.508118,1.65774,2017,1,1,7,0,50,0,47.65783
2017-01-01T00:51:00Z,4.8,1.627124,0.50771,1.506751,2017,1,1,7,0,51,0,47.89401
2017-01-01T00:52:00Z,4.75,1.832384,0.507912,2.043824,2017,1,1,7,0,52,0,48.2975
2017-01-01T00:53:00Z,4.700001,2.068734,0.507302,2.363857,2017,1,1,7,0,53,0,48.62647
2017-01-01T00:54:00Z,4.6,1.708616,0.506504,2.031666,2017,1,1,7,0,54,0,48.94497
2017-01-01T00:55:00Z,4.566667,2.218623,0.506408,2.507505,2017,1,1,7,0,55,0,49.25475
2017-01-01T00:56:00Z,4.5,2.17963,0.506,2.518123,2017,1,1,7,0,56,0,49.54765
2017-01-01T00:57:00Z,4.433333,2.362106,0.506807,2.747348,2017,1,1,7,0,57,0,49.91415
2017-01-01T00:58:00Z,4.4,2.25245,0.507613,2.239344,2017,1,1,7,0,58,0,49.8789
2017-01-01T00:59:00Z,4.4,2.560586,0.507311,2.585879,2017,1,1,7,0,59,0,50.00016
2017-01-01T01:00:00Z,4.4,1.852957,0.507513,2.370103,2017,1,1,7,1,0,0,50.79715
2017-01-01T01:01:00Z,4.4,2.054372,0.505596,1.974799,2017,1,1,7,1,1,0,50.66195
2017-01-01T01:02:00Z,4.3,2.452126,0.50721,2.577046,2017,1,1,7,1,2,0,51.30113
2017-01-01T01:03:00Z,4.3,1.875258,0.509411,1.82188,2017,1,1,7,1,3,0,51.03353
2017-01-01T01:04:00Z,4.3,1.913261,0.510411,2.299313,2017,1,1,7,1,4,0,51.19875
2017-01-01T01:05:00Z,4.3,2.262798,0.513029,2.571895,2017,1,1,7,1,5,0,51.28811
2017-01-01T01:06:00Z,4.3,1.64929,0.51583,1.917811,2017,1,1,7,1,6,0,51.05482
2017-01-01T01:07:00Z,4.3,1.645739,0.518834,1.724433,2017,1,1,7,1,7,0,50.98101
2017-01-01T01:08:00Z,4.3,1.639914,0.519636,1.585404,2017,1,1,7,1,8,0,50.93069
2017-01-01T01:09:00Z,4.3,1.854364,0.51893,1.88976,2017,1,1,7,1,9,0,51.03822
2017-01-01T01:10:00Z,4.3,1.658892,0.518935,1.695099,2017,1,1,7,1,10,0,50.97049
2017-01-01T01:11:00Z,4.3,1.646734,0.518132,1.691553,2017,1,1,7,1,11,0,50.9709
2017-01-01T01:12:00Z,4.3,1.854644,0.517137,1.930894,2017,1,1,7,1,12,0,51.05624
2017-01-01T01:13:00Z,4.3,1.643213,0.516234,1.817761,2017,1,1,7,1,13,0,51.01896
2017-01-01T01:14:00Z,4.3,1.640083,0.514927,1.598938,2017,1,1,7,1,14,0,50.9449
2017-01-01T01:15:00Z,4.3,1.627068,0.516133,1.632735,2017,1,1,7,1,15,0,50.95436
2017-01-01T01:16:00Z,4.4,1.640513,0.515024,1.461276,2017,1,1,7,1,16,0,50.46407
2017-01-01T01:17:00Z,4.4,1.648467,0.514423,1.431779,2017,1,1,7,1,17,0,50.45492
2017-01-01T01:18:00Z,4.4,1.644917,0.51402,1.520954,2017,1,1,7,1,18,0,50.487
2017-01-01T01:19:00Z,4.4,1.64602,0.513629,1.710606,2017,1,1,7,1,19,0,50.55425
2017-01-01T01:20:00Z,4.4,1.634455,0.511924,1.523184,2017,1,1,7,1,20,0,50.49202
2017-01-01T01:21:00Z,4.4,1.637046,0.512125,1.603041,2017,1,1,7,1,21,0,50.5196
2017-01-01T01:22:00Z,4.433334,1.631673,0.511016,1.561585,2017,1,1,7,1,22,0,50.36318
2017-01-01T01:23:00Z,4.5,1.632613,0.509911,1.576378,2017,1,1,7,1,23,0,50.08233
2017-01-01T01:24:00Z,4.5,1.629737,0.510713,1.414072,2017,1,1,7,1,24,0,50.02384
2017-01-01T01:25:00Z,4.5,1.626212,0.509008,1.518332,2017,1,1,7,1,25,0,50.06382
2017-01-01T01:26:00Z,4.5,1.633181,0.508609,1.637767,2017,1,1,7,1,26,0,50.10647
2017-01-01T01:27:00Z,4.5,1.631671,0.509512,1.582966,2017,1,1,7,1,27,0,50.08545
2017-01-01T01:28:00Z,4.5,1.618593,0.507912,1.535715,2017,1,1,7,1,28,0,50.07214
2017-01-01T01:29:00Z,4.5,1.63355,0.507613,1.614204,2017,1,1,7,1,29,0,50.10021
2017-01-01T01:30:00Z,4.5,1.647277,0.50721,1.521989,2017,1,1,7,1,30,0,50.06867
2017-01-01T01:31:00Z,4.433334,1.648298,0.506105,1.433259,2017,1,1,7,1,31,0,50.32805
2017-01-01T01:32:00Z,4.5,1.643355,0.505395,1.736605,2017,1,1,7,1,32,0,50.14755
2017-01-01T01:33:00Z,4.5,1.631074,0.504505,1.634815,2017,1,1,7,1,33,0,50.11369
2017-01-01T01:34:00Z,4.5,1.64071,0.504303,1.481281,2017,1,1,7,1,34,0,50.06027
2017-01-01T01:35:00Z,4.4,1.637817,0.507903,1.738297,2017,1,1,7,1,35,0,50.5755
2017-01-01T01:36:00Z,4.4,1.645388,0.5102,1.676978,2017,1,1,7,1,36,0,50.54936
2017-01-01T01:37:00Z,4.450001,1.64945,0.509508,1.532978,2017,1,1,7,1,37,0,50.28408
2017-01-01T01:38:00Z,4.5,1.647577,0.509201,1.485655,2017,1,1,7,1,38,0,50.05193
2017-01-01T01:39:00Z,4.5,1.636121,0.508999,1.546972,2017,1,1,7,1,39,0,50.07385
2017-01-01T01:40:00Z,4.5,1.625629,0.508109,1.76452,2017,1,1,7,1,40,0,50.15191
2017-01-01T01:41:00Z,4.5,1.63001,0.506789,1.542099,2017,1,1,7,1,41,0,50.07661
2017-01-01T01:42:00Z,4.5,1.635868,0.507385,1.547867,2017,1,1,7,1,42,0,50.07741
2017-01-01T01:43:00Z,4.5,1.642374,0.506785,1.526857,2017,1,1,7,1,43,0,50.07124
2017-01-01T01:44:00Z,4.5,1.645274,0.506285,1.332124,2017,1,1,7,1,44,0,50.00399
2017-01-01T01:45:00Z,4.5,1.645274,0.505592,1.535427,2017,1,1,7,1,45,0,50.07664
2017-01-01T01:46:00Z,4.483333,1.647007,0.506193,1.824633,2017,1,1,7,1,46,0,50.24885
2017-01-01T01:47:00Z,4.4,1.634131,0.506184,1.828198,2017,1,1,7,1,47,0,50.61047
2017-01-01T01:48:00Z,4.4,1.644137,0.505689,1.741264,2017,1,1,7,1,48,0,50.58097
2017-01-01T01:49:00Z,4.4,1.646271,0.505789,1.739132,2017,1,1,7,1,49,0,50.58002
2017-01-01T01:50:00Z,4.4,1.645757,0.506587,1.656962,2017,1,1,7,1,50,0,50.54962
2017-01-01T01:51:00Z,4.4,1.714197,0.505785,1.845294,2017,1,1,7,1,51,0,50.61706
2017-01-01T01:52:00Z,4.4,1.65059,0.504891,1.538462,2017,1,1,7,1,52,0,50.51149
2017-01-01T01:53:00Z,4.4,1.650363,0.506193,1.387239,2017,1,1,7,1,53,0,50.45587
2017-01-01T01:54:00Z,4.4,1.653711,0.504588,1.537792,2017,1,1,7,1,54,0,50.51185
2017-01-01T01:55:00Z,4.4,1.642572,0.504391,1.641566,2017,1,1,7,1,55,0,50.54865
2017-01-01T01:56:00Z,4.383333,1.640558,0.504088,1.652889,2017,1,1,7,1,56,0,50.6253
2017-01-01T01:57:00Z,4.316667,1.637826,0.50429,1.540286,2017,1,1,7,1,57,0,50.87369
2017-01-01T01:58:00Z,4.366667,1.64712,0.503786,1.83534,2017,1,1,7,1,58,0,50.76189
2017-01-01T01:59:00Z,4.4,1.645699,0.502781,1.585592,2017,1,1,7,1,59,0,50.53226
2017-01-01T02:00:00Z,4.4,1.640813,0.50308,1.663991,2017,1,1,7,2,0,0,51.43034
2017-01-01T02:01:00Z,4.4,1.665015,0.502181,1.50771,2017,1,1,7,2,1,0,51.37732
2017-01-01T02:02:00Z,4.4,1.656553,0.501966,1.20093,2017,1,1,7,2,2,0,51.27026
2017-01-01T02:03:00Z,4.4,1.644196,0.502891,1.637191,2017,1,1,7,2,3,0,51.42132
2017-01-01T02:04:00Z,4.4,1.632739,0.50418,1.458644,2017,1,1,7,2,4,0,51.35618
2017-01-01T02:05:00Z,4.4,1.652067,0.506886,1.521206,2017,1,1,7,2,5,0,51.37261
2017-01-01T02:06:00Z,4.4,1.644054,0.510108,1.744283,2017,1,1,7,2,6,0,51.44433
2017-01-01T02:07:00Z,4.366667,1.65374,0.512305,1.639898,2017,1,1,7,2,7,0,51.54743
2017-01-01T02:08:00Z,4.3,1.649902,0.512301,1.439888,2017,1,1,7,2,8,0,51.76561
2017-01-01T02:09:00Z,4.266667,1.638424,0.513015,1.613144,2017,1,1,7,2,9,0,51.96906
2017-01-01T02:10:00Z,4.200001,1.839418,0.512099,1.728298,2017,1,1,7,2,10,0,52.29899
2017-01-01T02:11:00Z,4.116667,2.115374,0.510801,2.239979,2017,1,1,7,2,11,0,52.84055
2017-01-01T02:12:00Z,4.1,1.854462,0.509806,1.793716,2017,1,1,7,2,12,0,52.75889
2017-01-01T02:13:00Z,4.05,1.8416,0.510205,2.037216,2017,1,1,7,2,13,0,53.05965
2017-01-01T02:14:00Z,4.083334,1.838839,0.509801,1.823214,2017,1,1,7,2,14,0,52.84134
2017-01-01T02:15:00Z,4.083334,1.64462,0.510398,1.93014,2017,1,1,7,2,15,0,52.87811
2017-01-01T02:16:00Z,4.1,1.649194,0.508096,1.787296,2017,1,1,7,2,16,0,52.76061
2017-01-01T02:17:00Z,4.200001,1.657263,0.507688,1.643236,2017,1,1,7,2,17,0,52.27853
2017-01-01T02:18:00Z,4.266667,1.65505,0.507285,1.642259,2017,1,1,7,2,18,0,51.99075
2017-01-01T02:19:00Z,4.3,1.639135,0.506894,1.547129,2017,1,1,7,2,19,0,51.81411
2017-01-01T02:20:00Z,4.3,1.645816,0.505895,1.428725,2017,1,1,7,2,20,0,51.7746
2017-01-01T02:21:00Z,4.333334,1.64283,0.505785,1.594572,2017,1,1,7,2,21,0,51.68882
2017-01-01T02:22:00Z,4.433334,1.63888,0.504891,1.519201,2017,1,1,7,2,22,0,51.23183
2017-01-01T02:23:00Z,4.55,1.645616,0.503294,1.231649,2017,1,1,7,2,23,0,50.6298
2017-01-01T02:24:00Z,4.6,1.641268,0.502974,1.154689,2017,1,1,7,2,24,0,50.38728
2017-01-01T02:25:00Z,4.583334,1.628445,0.502382,1.480593,2017,1,1,7,2,25,0,50.57479
2017-01-01T02:26:00Z,4.483333,1.621566,0.502181,1.737508,2017,1,1,7,2,26,0,51.09764
2017-01-01T02:27:00Z,4.4,1.676445,0.501975,1.852926,2017,1,1,7,2,27,0,51.49869
2017-01-01T02:28:00Z,4.316667,1.642628,0.50187,1.828634,2017,1,1,7,2,28,0,51.8508
2017-01-01T02:29:00Z,4.3,1.852807,0.500975,2.203086,2017,1,1,7,2,29,0,52.05536
2017-01-01T02:30:00Z,4.3,1.861729,0.510889,2.255153,2017,1,1,7,2,30,0,52.05363
2017-01-01T02:31:00Z,4.3,1.649689,0.509679,1.845337,2017,1,1,7,2,31,0,51.91299
2017-01-01T02:32:00Z,4.3,1.641169,0.509082,1.656378,2017,1,1,7,2,32,0,51.84799
2017-01-01T02:33:00Z,4.25,1.720125,0.507982,1.82679,2017,1,1,7,2,33,0,52.12591
2017-01-01T02:34:00Z,4.200001,1.865873,0.50828,1.949992,2017,1,1,7,2,34,0,52.38431
2017-01-01T02:35:00Z,4.200001,1.63915,0.506881,1.871567,2017,1,1,7,2,35,0,52.36022
2017-01-01T02:36:00Z,4.200001,1.64489,0.506877,1.933593,2017,1,1,7,2,36,0,52.38195
2017-01-01T02:37:00Z,4.200001,1.636278,0.50668,1.690205,2017,1,1,7,2,37,0,52.29707
2017-01-01T02:38:00Z,4.200001,1.844185,0.50778,1.934347,2017,1,1,7,2,38,0,52.37989
2017-01-01T02:39:00Z,4.200001,1.624111,0.505772,1.740969,2017,1,1,7,2,39,0,52.31672
2017-01-01T02:40:00Z,4.200001,1.635908,0.505671,2.044951,2017,1,1,7,2,40,0,52.42343
2017-01-01T02:41:00Z,4.200001,1.83573,0.505671,1.887477,2017,1,1,7,2,41,0,52.36773
2017-01-01T02:42:00Z,4.200001,1.635909,0.505772,1.731447,2017,1,1,7,2,42,0,52.31335
2017-01-01T02:43:00Z,4.200001,1.639945,0.506175,1.929964,2017,1,1,7,2,43,0,52.38211
2017-01-01T02:44:00Z,4.200001,1.63986,0.505368,1.528628,2017,1,1,7,2,44,0,52.24308
2017-01-01T02:45:00Z,4.200001,1.639579,0.504465,1.62001,2017,1,1,7,2,45,0,52.27692
2017-01-01T02:46:00Z,4.183334,1.842522,0.503965,2.036659,2017,1,1,7,2,46,0,52.49549
2017-01-01T02:47:00Z,4.1,1.644891,0.50386,1.739586,2017,1,1,7,2,47,0,52.75242
2017-01-01T02:48:00Z,4.1,1.641226,0.503772,1.914136,2017,1,1,7,2,48,0,52.81378
2017-01-01T02:49:00Z,4.1,1.644039,0.504062,1.818554,2017,1,1,7,2,49,0,52.7797
2017-01-01T02:50:00Z,4.1,1.650972,0.503365,2.014919,2017,1,1,7,2,50,0,52.8499
2017-01-01T02:51:00Z,4.1,1.646964,0.502562,1.706148,2017,1,1,7,2,51,0,52.74331
2017-01-01T02:52:00Z,4.116667,1.848553,0.502168,1.827037,2017,1,1,7,2,52,0,52.71389
2017-01-01T02:53:00Z,4.200001,1.642104,0.502865,1.435978,2017,1,1,7,2,53,0,52.21564
2017-01-01T02:54:00Z,4.233333,1.64651,0.502264,1.449551,2017,1,1,7,2,54,0,52.07747
2017-01-01T02:55:00Z,4.3,1.641426,0.502773,1.447084,2017,1,1,7,2,55,0,51.78733
2017-01-01T02:56:00Z,4.366667,1.643383,0.50126,1.232831,2017,1,1,7,2,56,0,51.42702
2017-01-01T02:57:00Z,4.4,1.65956,0.508789,1.267974,2017,1,1,7,2,57,0,51.28002
2017-01-01T02:58:00Z,4.4,1.651691,0.510192,1.32169,2017,1,1,7,2,58,0,51.29604
2017-01-01T02:59:00Z,4.4,1.662772,0.509481,1.510847,2017,1,1,7,2,59,0,51.36373
2017-01-01T03:00:00Z,4.4,1.662258,0.507565,1.325684,2017,1,1,7,3,0,0,52.17389
2017-01-01T03:01:00Z,4.4,1.66825,0.506675,1.507651,2017,1,1,7,3,1,0,52.23944
2017-01-01T03:02:00Z,4.5,1.663057,0.507973,1.454179,2017,1,1,7,3,2,0,51.78571
2017-01-01T03:03:00Z,4.5,1.659134,0.509087,1.385961,2017,1,1,7,3,3,0,51.75957
2017-01-01T03:04:00Z,4.5,1.644363,0.51149,1.40279,2017,1,1,7,3,4,0,51.76067
2017-01-01T03:05:00Z,4.583334,1.656951,0.513384,1.737412,2017,1,1,7,3,5,0,51.51378
2017-01-01T03:06:00Z,4.6,1.662529,0.512915,1.331589,2017,1,1,7,3,6,0,51.30042
2017-01-01T03:07:00Z,4.633333,1.670783,0.512222,1.128471,2017,1,1,7,3,7,0,51.08647
2017-01-01T03:08:00Z,4.700001,1.67155,0.514322,1.440618,2017,1,1,7,3,8,0,50.90338
2017-01-01T03:09:00Z,4.700001,1.664988,0.514129,1.06936,2017,1,1,7,3,9,0,50.77367
2017-01-01T03:10:00Z,4.700001,1.67794,0.514326,1.447735,2017,1,1,7,3,10,0,50.90585
2017-01-01T03:11:00Z,4.700001,1.690727,0.514423,1.457514,2017,1,1,7,3,11,0,50.90905
2017-01-01T03:12:00Z,4.75,1.678945,0.513327,1.195915,2017,1,1,7,3,12,0,50.60341
